date,warehouse_id,shift_id
2025-01-15,WH02,S1
2025-01-15,WH02,S2
2025-01-15,WH02,S3
2025-01-15,WH03,S1
2025-01-15,WH03,S2
2025-01-15,WH03,S3
2025-01-15,WH04,S1
2025-01-15,WH04,S2
2025-01-15,WH04,S3
2025-01-15,WH05,S1
2025-01-15,WH05,S2
2025-01-15,WH05,S3
2025-01-16,WH01,S1
2025-01-16,WH01,S2
2025-01-16,WH01,S3
2025-01-16,WH02,S1
2025-01-16,WH02,S2
2025-01-16,WH02,S3
2025-01-16,WH03,S1
2025-01-16,WH03,S2
2025-01-16,WH03,S3
2025-01-16,WH04,S1
2025-01-16,WH04,S2
2025-01-16,WH04,S3
2025-01-16,WH05,S1
2025-01-16,WH05,S2
2025-01-16,WH05,S3
2025-01-17,WH01,S1
2025-01-17,WH01,S2
2025-01-17,WH01,S3
2025-01-17,WH02,S1
2025-01-17,WH02,S2
2025-01-17,WH02,S3
2025-01-17,WH03,S1
2025-01-17,WH03,S2
2025-01-17,WH03,S3
2025-01-17,WH04,S1
2025-01-17,WH04,S2
2025-01-17,WH04,S3
2025-01-17,WH05,S1
2025-01-17,WH05,S2
2025-01-17,WH05,S3
2025-01-18,WH01,S1
2025-01-18,WH01,S2
2025-01-18,WH01,S3
2025-01-18,WH02,S1
2025-01-18,WH02,S2
2025-01-18,WH02,S3
2025-01-18,WH03,S1
2025-01-18,WH03,S2
2025-01-18,WH03,S3
2025-01-18,WH04,S1
2025-01-18,WH04,S2
2025-01-18,WH04,S3
2025-01-18,WH05,S1
2025-01-18,WH05,S2
2025-01-18,WH05,S3
2025-01-19,WH01,S1
2025-01-19,WH01,S2
2025-01-19,WH01,S3
2025-01-19,WH02,S1
2025-01-19,WH02,S2
2025-01-19,WH02,S3
2025-01-19,WH03,S1
2025-01-19,WH03,S2
2025-01-19,WH03,S3
2025-01-19,WH04,S1
2025-01-19,WH04,S2
2025-01-19,WH04,S3
2025-01-19,WH05,S1
2025-01-19,WH05,S2
2025-01-19,WH05,S3
2025-01-20,WH01,S1
2025-01-20,WH01,S2
2025-01-20,WH01,S3
2025-01-20,WH02,S1
2025-01-20,WH02,S2
2025-01-20,WH02,S3
2025-01-20,WH03,S1
2025-01-20,WH03,S2
2025-01-20,WH03,S3
2025-01-20,WH04,S1
2025-01-20,WH04,S2
2025-01-20,WH04,S3
2025-01-20,WH05,S1
2025-01-20,WH05,S2
2025-01-20,WH05,S3
2025-01-21,WH01,S1
2025-01-21,WH01,S2
2025-01-21,WH01,S3
2025-01-21,WH02,S1
2025-01-21,WH02,S2
2025-01-21,WH02,S3
2025-01-21,WH03,S1
2025-01-21,WH03,S2
2025-01-21,WH03,S3
2025-01-21,WH04,S1
2025-01-21,WH04,S2
2025-01-21,WH04,S3
2025-01-21,WH05,S1
2025-01-21,WH05,S2
2025-01-21,WH05,S3
2025-01-22,WH01,S1
2025-01-22,WH01,S2
2025-01-22,WH01,S3
2025-01-22,WH02,S1
2025-01-22,WH02,S2
2025-01-22,WH02,S3
2025-01-22,WH03,S1
2025-01-22,WH03,S2
2025-01-22,WH03,S3
2025-01-22,WH04,S1
2025-01-22,WH04,S2
2025-01-22,WH04,S3
2025-01-22,WH05,S1
2025-01-22,WH05,S2
2025-01-22,WH05,S3
2025-01-23,WH01,S1
2025-01-23,WH01,S2
2025-01-23,WH01,S3
2025-01-23,WH02,S1
2025-01-23,WH02,S2
2025-01-23,WH02,S3
2025-01-23,WH03,S1
2025-01-23,WH03,S2
2025-01-23,WH03,S3
2025-01-23,WH04,S1
2025-01-23,WH04,S2
2025-01-23,WH04,S3
2025-01-23,WH05,S1
2025-01-23,WH05,S2
2025-01-23,WH05,S3
2025-01-24,WH01,S1
2025-01-24,WH01,S2
2025-01-24,WH01,S3
2025-01-24,WH02,S1
2025-01-24,WH02,S2
2025-01-24,WH02,S3
2025-01-24,WH03,S1
2025-01-24,WH03,S2
2025-01-24,WH03,S3
2025-01-24,WH04,S1
2025-01-24,WH04,S2
2025-01-24,WH04,S3
2025-01-24,WH05,S1
2025-01-24,WH05,S2
2025-01-24,WH05,S3
2025-01-25,WH01,S1
2025-01-25,WH01,S2
2025-01-25,WH01,S3
2025-01-25,WH02,S1
2025-01-25,WH02,S2
2025-01-25,WH02,S3
2025-01-25,WH03,S1
2025-01-25,WH03,S2
2025-01-25,WH03,S3
2025-01-25,WH04,S1
2025-01-25,WH04,S2
2025-01-25,WH04,S3
2025-01-25,WH05,S1
2025-01-25,WH05,S2
2025-01-25,WH05,S3
2025-01-26,WH01,S1
2025-01-26,WH01,S2
2025-01-26,WH01,S3
2025-01-26,WH02,S1
2025-01-26,WH02,S2
2025-01-26,WH02,S3
2025-01-26,WH03,S1
2025-01-26,WH03,S2
2025-01-26,WH03,S3
2025-01-26,WH04,S1
2025-01-26,WH04,S2
2025-01-26,WH04,S3
2025-01-26,WH05,S1
2025-01-26,WH05,S2
2025-01-26,WH05,S3
2025-01-27,WH01,S1
2025-01-27,WH01,S2
2025-01-27,WH01,S3
2025-01-27,WH02,S1
2025-01-27,WH02,S2
2025-01-27,WH02,S3
2025-01-27,WH03,S1
2025-01-27,WH03,S2
2025-01-27,WH03,S3
2025-01-27,WH04,S1
2025-01-27,WH04,S2
2025-01-27,WH04,S3
2025-01-27,WH05,S1
2025-01-27,WH05,S2
2025-01-27,WH05,S3
2025-01-28,WH01,S1
2025-01-28,WH01,S2
2025-01-28,WH01,S3
2025-01-28,WH02,S1
2025-01-28,WH02,S2
2025-01-28,WH02,S3
2025-01-28,WH03,S1
2025-01-28,WH03,S2
2025-01-28,WH03,S3
2025-01-28,WH04,S1
2025-01-28,WH04,S2
2025-01-28,WH04,S3
2025-01-28,WH05,S1
2025-01-28,WH05,S2
2025-01-28,WH05,S3
2025-01-29,WH01,S1
2025-01-29,WH01,S2
2025-01-29,WH01,S3
2025-01-29,WH02,S1
2025-01-29,WH02,S2
2025-01-29,WH02,S3
2025-01-29,WH03,S1
2025-01-29,WH03,S2
2025-01-29,WH03,S3
2025-01-29,WH04,S1
2025-01-29,WH04,S2
2025-01-29,WH04,S3
2025-01-29,WH05,S1
2025-01-29,WH05,S2
2025-01-29,WH05,S3
2025-01-30,WH01,S1
2025-01-30,WH01,S2
2025-01-30,WH01,S3
2025-01-30,WH02,S1
2025-01-30,WH02,S2
2025-01-30,WH02,S3
2025-01-30,WH03,S1
2025-01-30,WH03,S2
2025-01-30,WH03,S3
2025-01-30,WH04,S1
2025-01-30,WH04,S2
2025-01-30,WH04,S3
2025-01-30,WH05,S1
2025-01-30,WH05,S2
2025-01-30,WH05,S3
2025-01-31,WH01,S1
2025-01-31,WH01,S2
2025-01-31,WH01,S3
2025-01-31,WH02,S1
2025-01-31,WH02,S2
2025-01-31,WH02,S3
2025-01-31,WH03,S1
2025-01-31,WH03,S2
2025-01-31,WH03,S3
2025-01-31,WH04,S1
2025-01-31,WH04,S2
2025-01-31,WH04,S3
2025-01-31,WH05,S1
2025-01-31,WH05,S2
2025-01-31,WH05,S3
2025-02-01,WH01,S1
2025-02-01,WH01,S2
2025-02-01,WH01,S3
2025-02-01,WH02,S1
2025-02-01,WH02,S2
2025-02-01,WH02,S3
2025-02-01,WH03,S1
2025-02-01,WH03,S2
2025-02-01,WH03,S3
2025-02-01,WH04,S1
2025-02-01,WH04,S2
2025-02-01,WH04,S3
2025-02-01,WH05,S1
2025-02-01,WH05,S2
2025-02-01,WH05,S3
2025-02-02,WH01,S1
2025-02-02,WH01,S2
2025-02-02,WH01,S3
2025-02-02,WH02,S1
2025-02-02,WH02,S2
2025-02-02,WH02,S3
2025-02-02,WH03,S1
2025-02-02,WH03,S2
2025-02-02,WH03,S3
2025-02-02,WH04,S1
2025-02-02,WH04,S2
2025-02-02,WH04,S3
2025-02-02,WH05,S1
2025-02-02,WH05,S2
2025-02-02,WH05,S3
2025-02-03,WH01,S1
2025-02-03,WH01,S2
2025-02-03,WH01,S3
2025-02-03,WH02,S1
2025-02-03,WH02,S2
2025-02-03,WH02,S3
2025-02-03,WH03,S1
2025-02-03,WH03,S2
2025-02-03,WH03,S3
2025-02-03,WH04,S1
2025-02-03,WH04,S2
2025-02-03,WH04,S3
2025-02-03,WH05,S1
2025-02-03,WH05,S2
2025-02-03,WH05,S3
2025-02-04,WH01,S1
2025-02-04,WH01,S2
2025-02-04,WH01,S3
2025-02-04,WH02,S1
2025-02-04,WH02,S2
2025-02-04,WH02,S3
2025-02-04,WH03,S1
2025-02-04,WH03,S2
2025-02-04,WH03,S3
2025-02-04,WH04,S1
2025-02-04,WH04,S2
2025-02-04,WH04,S3
2025-02-04,WH05,S1
2025-02-04,WH05,S2
2025-02-04,WH05,S3
2025-02-05,WH01,S1
2025-02-05,WH01,S2
2025-02-05,WH01,S3
2025-02-05,WH02,S1
2025-02-05,WH02,S2
2025-02-05,WH02,S3
2025-02-05,WH03,S1
2025-02-05,WH03,S2
2025-02-05,WH03,S3
2025-02-05,WH04,S1
2025-02-05,WH04,S2
2025-02-05,WH04,S3
2025-02-05,WH05,S1
2025-02-05,WH05,S2
2025-02-05,WH05,S3
2025-02-06,WH01,S1
2025-02-06,WH01,S2
2025-02-06,WH01,S3
2025-02-06,WH02,S1
2025-02-06,WH02,S2
2025-02-06,WH02,S3
2025-02-06,WH03,S1
2025-02-06,WH03,S2
2025-02-06,WH03,S3
2025-02-06,WH04,S1
2025-02-06,WH04,S2
2025-02-06,WH04,S3
2025-02-06,WH05,S1
2025-02-06,WH05,S2
2025-02-06,WH05,S3
2025-02-07,WH01,S1
2025-02-07,WH01,S2
2025-02-07,WH01,S3
2025-02-07,WH02,S1
2025-02-07,WH02,S2
2025-02-07,WH02,S3
2025-02-07,WH03,S1
2025-02-07,WH03,S2
2025-02-07,WH03,S3
2025-02-07,WH04,S1
2025-02-07,WH04,S2
2025-02-07,WH04,S3
2025-02-07,WH05,S1
2025-02-07,WH05,S2
2025-02-07,WH05,S3
2025-02-08,WH01,S1
2025-02-08,WH01,S2
2025-02-08,WH01,S3
2025-02-08,WH02,S1
2025-02-08,WH02,S2
2025-02-08,WH02,S3
2025-02-08,WH03,S1
2025-02-08,WH03,S2
2025-02-08,WH03,S3
2025-02-08,WH04,S1
2025-02-08,WH04,S2
2025-02-08,WH04,S3
2025-02-08,WH05,S1
2025-02-08,WH05,S2
2025-02-08,WH05,S3
2025-02-09,WH01,S1
2025-02-09,WH01,S2
2025-02-09,WH01,S3
2025-02-09,WH02,S1
2025-02-09,WH02,S2
2025-02-09,WH02,S3
2025-02-09,WH03,S1
2025-02-09,WH03,S2
2025-02-09,WH03,S3
2025-02-09,WH04,S1
2025-02-09,WH04,S2
2025-02-09,WH04,S3
2025-02-09,WH05,S1
2025-02-09,WH05,S2
2025-02-09,WH05,S3
2025-02-10,WH01,S1
2025-02-10,WH01,S2
2025-02-10,WH01,S3
2025-02-10,WH02,S1
2025-02-10,WH02,S2
2025-02-10,WH02,S3
2025-02-10,WH03,S1
2025-02-10,WH03,S2
2025-02-10,WH03,S3
2025-02-10,WH04,S1
2025-02-10,WH04,S2
2025-02-10,WH04,S3
2025-02-10,WH05,S1
2025-02-10,WH05,S2
2025-02-10,WH05,S3
2025-02-11,WH01,S1
2025-02-11,WH01,S2
2025-02-11,WH01,S3
2025-02-11,WH02,S1
2025-02-11,WH02,S2
2025-02-11,WH02,S3
2025-02-11,WH03,S1
2025-02-11,WH03,S2
2025-02-11,WH03,S3
2025-02-11,WH04,S1
2025-02-11,WH04,S2
2025-02-11,WH04,S3
2025-02-11,WH05,S1
2025-02-11,WH05,S2
2025-02-11,WH05,S3
2025-02-12,WH01,S1
2025-02-12,WH01,S2
2025-02-12,WH01,S3
2025-02-12,WH02,S1
2025-02-12,WH02,S2
2025-02-12,WH02,S3
2025-02-12,WH03,S1
2025-02-12,WH03,S2
2025-02-12,WH03,S3
2025-02-12,WH04,S1
2025-02-12,WH04,S2
2025-02-12,WH04,S3
2025-02-12,WH05,S1
2025-02-12,WH05,S2
2025-02-12,WH05,S3
2025-02-13,WH01,S1
2025-02-13,WH01,S2
2025-02-13,WH01,S3
2025-02-13,WH02,S1
2025-02-13,WH02,S2
2025-02-13,WH02,S3
2025-02-13,WH03,S1
2025-02-13,WH03,S2
2025-02-13,WH03,S3
2025-02-13,WH04,S1
2025-02-13,WH04,S2
2025-02-13,WH04,S3
2025-02-13,WH05,S1
2025-02-13,WH05,S2
2025-02-13,WH05,S3
2025-02-14,WH01,S1
2025-02-14,WH01,S2
2025-02-14,WH01,S3
2025-02-14,WH02,S1
2025-02-14,WH02,S2
2025-02-14,WH02,S3
2025-02-14,WH03,S1
2025-02-14,WH03,S2
2025-02-14,WH03,S3
2025-02-14,WH04,S1
2025-02-14,WH04,S2
2025-02-14,WH04,S3
2025-02-14,WH05,S1
2025-02-14,WH05,S2
2025-02-14,WH05,S3
2025-02-15,WH01,S1
2025-02-15,WH01,S2
2025-02-15,WH01,S3
2025-02-15,WH02,S1
2025-02-15,WH02,S2
2025-02-15,WH02,S3
2025-02-15,WH03,S1
2025-02-15,WH03,S2
2025-02-15,WH03,S3
2025-02-15,WH04,S1
2025-02-15,WH04,S2
2025-02-15,WH04,S3
2025-02-15,WH05,S1
2025-02-15,WH05,S2
2025-02-15,WH05,S3
2025-02-16,WH01,S1
2025-02-16,WH01,S2
2025-02-16,WH01,S3
2025-02-16,WH02,S1
2025-02-16,WH02,S2
2025-02-16,WH02,S3
2025-02-16,WH03,S1
2025-02-16,WH03,S2
2025-02-16,WH03,S3
2025-02-16,WH04,S1
2025-02-16,WH04,S2
2025-02-16,WH04,S3
2025-02-16,WH05,S1
2025-02-16,WH05,S2
2025-02-16,WH05,S3
2025-02-17,WH01,S1
2025-02-17,WH01,S2
2025-02-17,WH01,S3
2025-02-17,WH02,S1
2025-02-17,WH02,S2
2025-02-17,WH02,S3
2025-02-17,WH03,S1
2025-02-17,WH03,S2
2025-02-17,WH03,S3
2025-02-17,WH04,S1
2025-02-17,WH04,S2
2025-02-17,WH04,S3
2025-02-17,WH05,S1
2025-02-17,WH05,S2
2025-02-17,WH05,S3
2025-02-18,WH01,S1
2025-02-18,WH01,S2
2025-02-18,WH01,S3
2025-02-18,WH02,S1
2025-02-18,WH02,S2
2025-02-18,WH02,S3
2025-02-18,WH03,S1
2025-02-18,WH03,S2
2025-02-18,WH03,S3
2025-02-18,WH04,S1
2025-02-18,WH04,S2
2025-02-18,WH04,S3
2025-02-18,WH05,S1
2025-02-18,WH05,S2
2025-02-18,WH05,S3
2025-02-19,WH01,S1
2025-02-19,WH01,S2
2025-02-19,WH01,S3
2025-02-19,WH02,S1
2025-02-19,WH02,S2
2025-02-19,WH02,S3
2025-02-19,WH03,S1
2025-02-19,WH03,S2
2025-02-19,WH03,S3
2025-02-19,WH04,S1
2025-02-19,WH04,S2
2025-02-19,WH04,S3
2025-02-19,WH05,S1
2025-02-19,WH05,S2
2025-02-19,WH05,S3
2025-02-20,WH01,S1
2025-02-20,WH01,S2
2025-02-20,WH01,S3
2025-02-20,WH02,S1
2025-02-20,WH02,S2
2025-02-20,WH02,S3
2025-02-20,WH03,S1
2025-02-20,WH03,S2
2025-02-20,WH03,S3
2025-02-20,WH04,S1
2025-02-20,WH04,S2
2025-02-20,WH04,S3
2025-02-20,WH05,S1
2025-02-20,WH05,S2
2025-02-20,WH05,S3
2025-02-21,WH01,S1
2025-02-21,WH01,S2
2025-02-21,WH01,S3
2025-02-21,WH02,S1
2025-02-21,WH02,S2
2025-02-21,WH02,S3
2025-02-21,WH03,S1
2025-02-21,WH03,S2
2025-02-21,WH03,S3
2025-02-21,WH04,S1
2025-02-21,WH04,S2
2025-02-21,WH04,S3
2025-02-21,WH05,S1
2025-02-21,WH05,S2
2025-02-21,WH05,S3
2025-02-22,WH01,S1
2025-02-22,WH01,S2
2025-02-22,WH01,S3
2025-02-22,WH02,S1
2025-02-22,WH02,S2
2025-02-22,WH02,S3
2025-02-22,WH03,S1
2025-02-22,WH03,S2
2025-02-22,WH03,S3
2025-02-22,WH04,S1
2025-02-22,WH04,S2
2025-02-22,WH04,S3
2025-02-22,WH05,S1
2025-02-22,WH05,S2
2025-02-22,WH05,S3
2025-02-23,WH01,S1
2025-02-23,WH01,S2
2025-02-23,WH01,S3
2025-02-23,WH02,S1
2025-02-23,WH02,S2
2025-02-23,WH02,S3
2025-02-23,WH03,S1
2025-02-23,WH03,S2
2025-02-23,WH03,S3
2025-02-23,WH04,S1
2025-02-23,WH04,S2
2025-02-23,WH04,S3
2025-02-23,WH05,S1
2025-02-23,WH05,S2
2025-02-23,WH05,S3
2025-02-24,WH01,S1
2025-02-24,WH01,S2
2025-02-24,WH01,S3
2025-02-24,WH02,S1
2025-02-24,WH02,S2
2025-02-24,WH02,S3
2025-02-24,WH03,S1
2025-02-24,WH03,S2
2025-02-24,WH03,S3
2025-02-24,WH04,S1
2025-02-24,WH04,S2
2025-02-24,WH04,S3
2025-02-24,WH05,S1
2025-02-24,WH05,S2
2025-02-24,WH05,S3
2025-02-25,WH01,S1
2025-02-25,WH01,S2
2025-02-25,WH01,S3
2025-02-25,WH02,S1
2025-02-25,WH02,S2
2025-02-25,WH02,S3
2025-02-25,WH03,S1
2025-02-25,WH03,S2
2025-02-25,WH03,S3
2025-02-25,WH04,S1
2025-02-25,WH04,S2
2025-02-25,WH04,S3
2025-02-25,WH05,S1
2025-02-25,WH05,S2
2025-02-25,WH05,S3
2025-02-26,WH01,S1
2025-02-26,WH01,S2
2025-02-26,WH01,S3
2025-02-26,WH02,S1
2025-02-26,WH02,S2
2025-02-26,WH02,S3
2025-02-26,WH03,S1
2025-02-26,WH03,S2
2025-02-26,WH03,S3
2025-02-26,WH04,S1
2025-02-26,WH04,S2
2025-02-26,WH04,S3
2025-02-26,WH05,S1
2025-02-26,WH05,S2
2025-02-26,WH05,S3
2025-02-27,WH01,S1
2025-02-27,WH01,S2
2025-02-27,WH01,S3
2025-02-27,WH02,S1
2025-02-27,WH02,S2
2025-02-27,WH02,S3
2025-02-27,WH03,S1
2025-02-27,WH03,S2
2025-02-27,WH03,S3
2025-02-27,WH04,S1
2025-02-27,WH04,S2
2025-02-27,WH04,S3
2025-02-27,WH05,S1
2025-02-27,WH05,S2
2025-02-27,WH05,S3
2025-02-28,WH01,S1
2025-02-28,WH01,S2
2025-02-28,WH01,S3
2025-02-28,WH02,S1
2025-02-28,WH02,S2
2025-02-28,WH02,S3
2025-02-28,WH03,S1
2025-02-28,WH03,S2
2025-02-28,WH03,S3
2025-02-28,WH04,S1
2025-02-28,WH04,S2
2025-02-28,WH04,S3
2025-02-28,WH05,S1
2025-02-28,WH05,S2
2025-02-28,WH05,S3
2025-03-01,WH01,S1
2025-03-01,WH01,S2
2025-03-01,WH01,S3
2025-03-01,WH02,S1
2025-03-01,WH02,S2
2025-03-01,WH02,S3
2025-03-01,WH03,S1
2025-03-01,WH03,S2
2025-03-01,WH03,S3
2025-03-01,WH04,S1
2025-03-01,WH04,S2
2025-03-01,WH04,S3
2025-03-01,WH05,S1
2025-03-01,WH05,S2
2025-03-01,WH05,S3
2025-03-02,WH01,S1
2025-03-02,WH01,S2
2025-03-02,WH01,S3
2025-03-02,WH02,S1
2025-03-02,WH02,S2
2025-03-02,WH02,S3
2025-03-02,WH03,S1
2025-03-02,WH03,S2
2025-03-02,WH03,S3
2025-03-02,WH04,S1
2025-03-02,WH04,S2
2025-03-02,WH04,S3
2025-03-02,WH05,S1
2025-03-02,WH05,S2
2025-03-02,WH05,S3
2025-03-03,WH01,S1
2025-03-03,WH01,S2
2025-03-03,WH01,S3
2025-03-03,WH02,S1
2025-03-03,WH02,S2
2025-03-03,WH02,S3
2025-03-03,WH03,S1
2025-03-03,WH03,S2
2025-03-03,WH03,S3
2025-03-03,WH04,S1
2025-03-03,WH04,S2
2025-03-03,WH04,S3
2025-03-03,WH05,S1
2025-03-03,WH05,S2
2025-03-03,WH05,S3
2025-03-04,WH01,S1
2025-03-04,WH01,S2
2025-03-04,WH01,S3
2025-03-04,WH02,S1
2025-03-04,WH02,S2
2025-03-04,WH02,S3
2025-03-04,WH03,S1
2025-03-04,WH03,S2
2025-03-04,WH03,S3
2025-03-04,WH04,S1
2025-03-04,WH04,S2
2025-03-04,WH04,S3
2025-03-04,WH05,S1
2025-03-04,WH05,S2
2025-03-04,WH05,S3
2025-03-05,WH01,S1
2025-03-05,WH01,S2
2025-03-05,WH01,S3
2025-03-05,WH02,S1
2025-03-05,WH02,S2
2025-03-05,WH02,S3
2025-03-05,WH03,S1
2025-03-05,WH03,S2
2025-03-05,WH03,S3
2025-03-05,WH04,S1
2025-03-05,WH04,S2
2025-03-05,WH04,S3
2025-03-05,WH05,S1
2025-03-05,WH05,S2
2025-03-05,WH05,S3
2025-03-06,WH01,S1
2025-03-06,WH01,S2
2025-03-06,WH01,S3
2025-03-06,WH02,S1
2025-03-06,WH02,S2
2025-03-06,WH02,S3
2025-03-06,WH03,S1
2025-03-06,WH03,S2
2025-03-06,WH03,S3
2025-03-06,WH04,S1
2025-03-06,WH04,S2
2025-03-06,WH04,S3
2025-03-06,WH05,S1
2025-03-06,WH05,S2
2025-03-06,WH05,S3
2025-03-07,WH01,S1
2025-03-07,WH01,S2
2025-03-07,WH01,S3
2025-03-07,WH02,S1
2025-03-07,WH02,S2
2025-03-07,WH02,S3
2025-03-07,WH03,S1
2025-03-07,WH03,S2
2025-03-07,WH03,S3
2025-03-07,WH04,S1
2025-03-07,WH04,S2
2025-03-07,WH04,S3
2025-03-07,WH05,S1
2025-03-07,WH05,S2
2025-03-07,WH05,S3
2025-03-08,WH01,S1
2025-03-08,WH01,S2
2025-03-08,WH01,S3
2025-03-08,WH02,S1
2025-03-08,WH02,S2
2025-03-08,WH02,S3
2025-03-08,WH03,S1
2025-03-08,WH03,S2
