date,warehouse_id,shift_id,workers,labor_hours,shipments,units_procced,Productivity,capacity,utilization_perct,backlog,errors,errors_percet,on_time_ships_percet,late_shipments,on_time_ships,year,month,month_nm,day_of_week,is_weekend,utilization_band,is_peak,backlog_rate_pct,high_pressure
2025-01-04,WH05,S3,14,112,3336,6672,3.7232142857142856,6664,50.06,0,25,0.75,95.75,142,3194,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-05,WH01,S1,25,200,5160,5160,3.225,17850,28.91,0,34,0.66,96.08,202,4958,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH01,S2,24,192,5120,10240,3.333333333333333,16320,31.37,0,42,0.82,96.9,159,4961,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH01,S3,19,152,3616,3616,2.973684210526316,10982,32.93,0,33,0.91,96.52,126,3490,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH02,S1,30,240,8320,8320,4.333333333333333,22680,36.68,0,69,0.83,95.31,390,7930,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH02,S2,28,224,6920,6920,3.861607142857143,20160,34.33,0,63,0.91,95.14,336,6584,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH02,S3,22,176,5248,5248,3.727272727272727,13464,38.98,0,46,0.88,96.07,206,5042,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH03,S1,20,160,5368,5368,4.19375,12600,42.6,0,42,0.78,97.34,143,5225,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH03,S2,19,152,3792,3792,3.1184210526315788,11400,33.26,0,35,0.92,95.87,156,3636,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH03,S3,15,120,3296,6592,3.433333333333333,7650,43.08,0,27,0.82,95.72,141,3155,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH04,S1,23,184,5632,11264,3.8260869565217392,15842,35.55,0,52,0.92,95.99,226,5406,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH04,S2,22,176,4600,4600,3.2670454545454546,14432,31.87,0,37,0.8,96.61,156,4444,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH04,S3,17,136,4056,4056,3.727941176470588,9479,42.79,0,36,0.89,93.66,257,3799,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH05,S1,18,144,4144,4144,3.5972222222222223,10584,39.15,0,26,0.63,96.82,132,4012,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH05,S2,17,136,3392,3392,3.117647058823529,9520,35.63,0,29,0.85,96.74,111,3281,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-05,WH05,S3,14,112,2592,2592,2.892857142857143,6664,38.9,0,20,0.77,95.48,117,2475,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-06,WH01,S1,25,200,11168,11168,6.98,17850,62.57,0,66,0.59,96.18,427,10741,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH01,S2,24,192,10296,30888,6.703125,16320,63.09,0,89,0.86,95.84,428,9868,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH01,S3,19,152,7672,7672,6.309210526315789,10982,69.86,0,56,0.73,95.85,318,7354,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH02,S1,30,240,14408,14408,7.504166666666666,22680,63.53,0,126,0.87,95.93,586,13822,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH02,S2,28,224,11976,23952,6.683035714285714,20160,59.4,0,114,0.95,98.11,226,11750,2025,1,January,Monday,False,Low,False,0.0,False
2025-01-06,WH02,S3,22,176,8744,8744,6.2102272727272725,13464,64.94,0,67,0.77,94.2,507,8237,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH03,S1,20,160,10464,20928,8.175,12600,83.05,0,84,0.8,97.31,282,10182,2025,1,January,Monday,False,High,False,0.0,False
2025-01-06,WH03,S2,19,152,7800,7800,6.414473684210527,11400,68.42,0,53,0.68,94.66,416,7384,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH03,S3,15,120,5824,11648,6.066666666666666,7650,76.13,0,60,1.03,95.83,243,5581,2025,1,January,Monday,False,High,False,0.0,False
2025-01-06,WH04,S1,23,184,12256,12256,8.326086956521738,15842,77.36,0,90,0.73,98.02,242,12014,2025,1,January,Monday,False,High,False,0.0,False
2025-01-06,WH04,S2,22,176,10720,10720,7.613636363636363,14432,74.28,0,91,0.85,95.53,479,10241,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH04,S3,17,136,5808,5808,5.338235294117647,9479,61.27,0,42,0.72,93.68,367,5441,2025,1,January,Monday,False,Normal,False,0.0,False
2025-01-06,WH05,S1,18,144,9112,9112,7.909722222222222,10584,86.09,0,89,0.98,95.88,376,8736,2025,1,January,Monday,False,Very High,True,0.0,False
2025-01-06,WH05,S2,17,136,7872,15744,7.235294117647059,9520,82.69,0,59,0.75,94.99,394,7478,2025,1,January,Monday,False,High,False,0.0,False
2025-01-06,WH05,S3,14,112,5328,5328,5.946428571428571,6664,79.95,0,32,0.6,95.51,239,5089,2025,1,January,Monday,False,High,False,0.0,False
2025-01-07,WH01,S1,25,200,10184,10184,6.365,17850,57.05,0,96,0.94,96.68,338,9846,2025,1,January,Tuesday,False,Low,False,0.0,False
2025-01-07,WH01,S2,24,192,9152,9152,5.958333333333333,16320,56.08,0,57,0.62,95.39,422,8730,2025,1,January,Tuesday,False,Low,False,0.0,False
2025-01-07,WH01,S3,19,152,5384,16152,4.427631578947368,10982,49.03,0,48,0.89,97.45,137,5247,2025,1,January,Tuesday,False,Low,False,0.0,False
2025-01-07,WH02,S1,30,240,14944,29888,7.783333333333333,22680,65.89,0,111,0.74,96.77,483,14461,2025,1,January,Tuesday,False,Normal,False,0.0,False
2025-01-07,WH02,S2,28,224,11280,33840,6.294642857142857,20160,55.95,0,70,0.62,95.61,495,10785,2025,1,January,Tuesday,False,Low,False,0.0,False
2025-01-07,WH02,S3,22,176,8400,8400,5.965909090909091,13464,62.39,0,46,0.55,96.41,301,8099,2025,1,January,Tuesday,False,Normal,False,0.0,False
2025-01-07,WH03,S1,20,160,10832,10832,8.4625,12600,85.97,0,102,0.94,95.05,536,10296,2025,1,January,Tuesday,False,Very High,True,0.0,False
2025-01-07,WH03,S2,19,152,7832,15664,6.440789473684211,11400,68.7,0,70,0.89,96.58,268,7564,2025,1,January,Tuesday,False,Normal,False,0.0,False
2025-01-07,WH03,S3,15,120,6072,6072,6.325,7650,79.37,0,52,0.86,95.72,260,5812,2025,1,January,Tuesday,False,High,False,0.0,False
2025-01-07,WH04,S1,23,184,10616,21232,7.211956521739131,15842,67.01,0,84,0.79,96.37,385,10231,2025,1,January,Tuesday,False,Normal,False,0.0,False
2025-01-07,WH04,S2,22,176,9272,9272,6.5852272727272725,14432,64.25,0,76,0.82,95.9,380,8892,2025,1,January,Tuesday,False,Normal,False,0.0,False
2025-01-07,WH04,S3,17,136,7184,7184,6.602941176470588,9479,75.79,0,45,0.63,96.45,255,6929,2025,1,January,Tuesday,False,High,False,0.0,False
2025-01-07,WH05,S1,18,144,7976,7976,6.923611111111111,10584,75.36,0,65,0.81,96.51,279,7697,2025,1,January,Tuesday,False,High,False,0.0,False
2025-01-07,WH05,S2,17,136,7600,7600,6.985294117647059,9520,79.83,0,46,0.61,96.79,244,7356,2025,1,January,Tuesday,False,High,False,0.0,False
2025-01-07,WH05,S3,14,112,5288,5288,5.901785714285714,6664,79.35,0,44,0.83,97.53,130,5158,2025,1,January,Tuesday,False,High,False,0.0,False
2025-01-08,WH01,S1,25,200,10416,10416,6.51,17850,58.35,0,80,0.77,97.97,212,10204,2025,1,January,Wednesday,False,Low,False,0.0,False
2025-01-08,WH01,S2,24,192,8536,8536,5.557291666666667,16320,52.3,0,58,0.68,96.27,319,8217,2025,1,January,Wednesday,False,Low,False,0.0,False
2025-01-08,WH01,S3,19,152,7264,14528,5.973684210526316,10982,66.14,0,45,0.62,97.26,199,7065,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH02,S1,30,240,11264,11264,5.866666666666666,22680,49.66,0,81,0.72,96.66,376,10888,2025,1,January,Wednesday,False,Low,False,0.0,False
2025-01-08,WH02,S2,28,224,12568,12568,7.013392857142857,20160,62.34,0,104,0.83,95.69,542,12026,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH02,S3,22,176,9160,9160,6.505681818181818,13464,68.03,0,71,0.78,96.31,338,8822,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH03,S1,20,160,9872,19744,7.7125,12600,78.35,0,63,0.64,96.77,319,9553,2025,1,January,Wednesday,False,High,False,0.0,False
2025-01-08,WH03,S2,19,152,8040,8040,6.6118421052631575,11400,70.53,0,54,0.67,96.25,302,7738,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH03,S3,15,120,6264,6264,6.525,7650,81.88,0,38,0.61,95.61,275,5989,2025,1,January,Wednesday,False,High,False,0.0,False
2025-01-08,WH04,S1,23,184,10408,10408,7.070652173913044,15842,65.7,0,100,0.96,95.16,504,9904,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH04,S2,22,176,8312,8312,5.903409090909091,14432,57.59,0,59,0.71,95.08,409,7903,2025,1,January,Wednesday,False,Low,False,0.0,False
2025-01-08,WH04,S3,17,136,5776,5776,5.3088235294117645,9479,60.93,0,33,0.57,96.33,212,5564,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH05,S1,18,144,8616,8616,7.479166666666667,10584,81.41,0,69,0.8,96.37,313,8303,2025,1,January,Wednesday,False,High,False,0.0,False
2025-01-08,WH05,S2,17,136,6888,6888,6.330882352941177,9520,72.35,0,57,0.83,96.91,213,6675,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-08,WH05,S3,14,112,4624,4624,5.160714285714286,6664,69.39,0,31,0.67,95.88,190,4434,2025,1,January,Wednesday,False,Normal,False,0.0,False
2025-01-09,WH01,S1,25,200,11176,33528,6.985,17850,62.61,0,60,0.54,98.09,213,10963,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH01,S2,24,192,11304,11304,7.359375,16320,69.26,0,73,0.65,96.05,446,10858,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH01,S3,19,152,8608,8608,7.078947368421052,10982,78.38,0,78,0.91,96.3,318,8290,2025,1,January,Thursday,False,High,False,0.0,False
2025-01-09,WH02,S1,30,240,16040,32080,8.354166666666666,22680,70.72,0,158,0.99,95.77,678,15362,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH02,S2,28,224,13584,13584,7.580357142857143,20160,67.38,0,119,0.88,96.44,483,13101,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH02,S3,22,176,9688,9688,6.880681818181818,13464,71.95,0,84,0.87,94.81,503,9185,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH03,S1,20,160,11176,11176,8.73125,12600,88.7,0,131,1.17,95.95,453,10723,2025,1,January,Thursday,False,Very High,True,0.0,False
2025-01-09,WH03,S2,19,152,9288,18576,7.638157894736842,11400,81.47,0,84,0.9,94.8,483,8805,2025,1,January,Thursday,False,High,False,0.0,False
2025-01-09,WH03,S3,15,120,6016,12032,6.266666666666667,7650,78.64,0,31,0.52,96.92,185,5831,2025,1,January,Thursday,False,High,False,0.0,False
2025-01-09,WH04,S1,23,184,9640,28920,6.548913043478261,15842,60.85,0,55,0.57,95.9,395,9245,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH04,S2,22,176,9480,18960,6.732954545454546,14432,65.69,0,71,0.75,97.13,272,9208,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH04,S3,17,136,6680,6680,6.139705882352941,9479,70.47,0,53,0.79,95.79,281,6399,2025,1,January,Thursday,False,Normal,False,0.0,False
2025-01-09,WH05,S1,18,144,8136,8136,7.0625,10584,76.87,0,68,0.84,96.08,319,7817,2025,1,January,Thursday,False,High,False,0.0,False
2025-01-09,WH05,S2,17,136,8160,16320,7.5,9520,85.71,0,108,1.32,96.87,255,7905,2025,1,January,Thursday,False,Very High,True,0.0,False
2025-01-09,WH05,S3,14,112,5352,5352,5.973214285714286,6664,80.31,0,39,0.73,96.06,211,5141,2025,1,January,Thursday,False,High,False,0.0,False
2025-01-10,WH01,S1,25,200,15432,15432,9.645,17850,86.45,0,196,1.27,97.5,385,15047,2025,1,January,Friday,False,Very High,True,0.0,False
2025-01-10,WH01,S2,24,192,10944,21888,7.125,16320,67.06,0,63,0.58,95.53,489,10455,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-10,WH01,S3,19,152,7976,15952,6.559210526315789,10982,72.63,0,54,0.68,97.19,224,7752,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-10,WH02,S1,30,240,11880,11880,6.1875,22680,52.38,0,93,0.78,96.3,439,11441,2025,1,January,Friday,False,Low,False,0.0,False
2025-01-10,WH02,S2,28,224,11904,23808,6.642857142857143,20160,59.05,0,78,0.66,96.76,386,11518,2025,1,January,Friday,False,Low,False,0.0,False
2025-01-10,WH02,S3,22,176,8592,8592,6.102272727272728,13464,63.81,0,69,0.8,96.5,301,8291,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-10,WH03,S1,20,160,10144,10144,7.925,12600,80.51,0,63,0.62,95.84,422,9722,2025,1,January,Friday,False,High,False,0.0,False
2025-01-10,WH03,S2,19,152,10384,10384,8.539473684210526,11400,91.09,0,84,0.81,94.03,620,9764,2025,1,January,Friday,False,Very High,True,0.0,False
2025-01-10,WH03,S3,15,120,7256,14512,7.558333333333334,7650,94.85,0,105,1.45,97.28,197,7059,2025,1,January,Friday,False,Very High,True,0.0,False
2025-01-10,WH04,S1,23,184,11896,11896,8.081521739130435,15842,75.09,0,93,0.78,93.08,823,11073,2025,1,January,Friday,False,High,False,0.0,False
2025-01-10,WH04,S2,22,176,9656,9656,6.857954545454546,14432,66.91,0,83,0.86,95.69,416,9240,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-10,WH04,S3,17,136,6664,13328,6.125,9479,70.3,0,51,0.77,96.63,225,6439,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-10,WH05,S1,18,144,8176,8176,7.097222222222222,10584,77.25,0,51,0.62,97.35,217,7959,2025,1,January,Friday,False,High,False,0.0,False
2025-01-10,WH05,S2,17,136,8088,8088,7.433823529411764,9520,84.96,0,63,0.78,96.37,294,7794,2025,1,January,Friday,False,High,False,0.0,False
2025-01-10,WH05,S3,14,112,4752,4752,5.303571428571429,6664,71.31,0,43,0.9,96.36,173,4579,2025,1,January,Friday,False,Normal,False,0.0,False
2025-01-11,WH01,S1,25,200,7280,7280,4.55,17850,40.78,0,54,0.74,95.4,335,6945,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH01,S2,24,192,6368,6368,4.145833333333333,16320,39.02,0,59,0.93,95.84,265,6103,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH01,S3,19,152,4480,4480,3.684210526315789,10982,40.79,0,31,0.69,96.39,162,4318,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH02,S1,30,240,8624,8624,4.491666666666666,22680,38.02,0,75,0.87,96.12,335,8289,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH02,S2,28,224,7792,23376,4.348214285714286,20160,38.65,0,58,0.74,96.41,280,7512,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH02,S3,22,176,5840,5840,4.1477272727272725,13464,43.37,0,41,0.7,95.43,267,5573,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH03,S1,20,160,5264,5264,4.1125,12600,41.78,0,55,1.04,96.96,160,5104,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH03,S2,19,152,5536,16608,4.552631578947368,11400,48.56,0,50,0.9,96.05,218,5318,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH03,S3,15,120,3672,11016,3.825,7650,48.0,0,30,0.82,96.63,124,3548,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH04,S1,23,184,6848,20544,4.652173913043479,15842,43.23,0,42,0.61,95.23,327,6521,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH04,S2,22,176,5968,5968,4.238636363636363,14432,41.35,0,51,0.85,95.19,287,5681,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH04,S3,17,136,4360,13080,4.007352941176471,9479,46.0,0,33,0.76,95.9,179,4181,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH05,S1,18,144,4264,4264,3.701388888888889,10584,40.29,0,32,0.75,94.81,221,4043,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH05,S2,17,136,4648,9296,4.272058823529412,9520,48.82,0,32,0.69,95.97,187,4461,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-11,WH05,S3,14,112,3280,6560,3.6607142857142856,6664,49.22,0,27,0.82,94.73,173,3107,2025,1,January,Saturday,False,Low,False,0.0,False
2025-01-12,WH01,S1,25,200,5920,11840,3.7,17850,33.17,0,45,0.76,95.85,246,5674,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-12,WH01,S2,24,192,4992,4992,3.25,16320,30.59,0,39,0.78,94.86,257,4735,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-12,WH01,S3,19,152,4072,4072,3.348684210526316,10982,37.08,0,30,0.74,96.97,123,3949,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-12,WH02,S1,30,240,7224,7224,3.7625,22680,31.85,0,65,0.9,96.1,282,6942,2025,1,January,Sunday,True,Low,False,0.0,False
2025-01-12,WH02,S2,28,224,5800,5800,3.236607142857143,20160,28.77,0,44,0.76,95.49,262,5538,2025,1,January,Sunday,True,Low,False,0.0,False
